date,symbol,open,close,low,high,volume
11/02/2019,ETHUSD,123.88,124.11,118.4,119.49,2314304.48
12/02/2019,ETHUSD,119.49,122.35,117.24,120.91,2259210.86
13/02/2019,ETHUSD,120.91,125.09,119.59,120.66,1963437.66
14/02/2019,ETHUSD,120.66,123.07,118.97,119.28,1627624.23
15/02/2019,ETHUSD,119.28,123.3,119.28,120.26,989711.64
16/02/2019,ETHUSD,120.26,123.57,120.26,121.83,455814.84
17/02/2019,ETHUSD,121.83,136.86,121.34,132.44,8128440.96
18/02/2019,ETHUSD,132.44,147.83,131.29,144.56,4455126.24
19/02/2019,ETHUSD,144.56,149.13,141.95,142.77,3814133.19
20/02/2019,ETHUSD,142.77,148.33,139.29,147.98,4298916.54
21/02/2019,ETHUSD,147.98,148.55,141.93,144.4,3286055.78
22/02/2019,ETHUSD,144.4,147.99,142.2,146.61,4588219.01
23/02/2019,ETHUSD,146.61,159.43,144.31,157.67,2940746.02
24/02/2019,ETHUSD,157.67,165.5,129.32,131.82,13095889.8
